addressLocality,latitude,longitude,price,property-beds,property-baths,property-sqft,Basement,Bath,Exterior,Exterior Features,Features,Fireplace,Heating,Partial Bathroom,Property Tax,Property Type,Roof,Sewer,Square Footage,Type,Parking,Flooring,Parking Features,Fireplace Features
Mount Pearl,47.516417,-52.805418,305000.0,4.0,1.0,900.0,[],0.0,"[""Wood shingles"", ""Vinyl siding""]","[""Wood shingles"", ""Vinyl siding""]","[""Garage""]",[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Garage""]","[""Laminate""]","[""Garage""]",[]
St. John's,47.558124,-52.734284,250000.0,3.0,1.0,1092.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Heat Pump"", ""Forced air""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Mixed Flooring""]",[],[]
"St. John's, NL   A1B 0S2",47.567757,-52.724823,290000.0,3.0,2.0,2019.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],Yes,"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
St. John's,47.561849,-52.715576,200000.0,5.0,2.0,1978.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Carpeted"", ""Mixed Flooring""]",[],[]
St. John's,47.544581,-52.804222,579900.0,5.0,4.0,2746.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
Mount Pearl,47.532752,-52.814543,429900.0,2.0,2.0,2008.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",Yes,"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Laminate"", ""Mixed Flooring""]","[""Attached Garage""]",[]
St. John's,47.453599,-52.738159,1150000.0,5.0,5.0,3880.0,[],2.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Detached Garage""]",Yes,"[""Heat Pump""]",2.0,,Single Family,[],"[""Septic tank""]",,Single Family,"[""Detached Garage""]","[""Hardwood"", ""Laminate"", ""Ceramic Tile""]","[""Detached Garage""]",[]
St. John's,47.544173,-52.802828,599000.0,3.0,3.0,2450.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Mixed Flooring""]","[""Attached Garage""]",[]
St. John's,47.564765,-52.722481,179900.0,3.0,1.0,1116.0,[],0.0,"[""Vinyl siding"", ""Other""]","[""Vinyl siding"", ""Other""]",[],[],"[""Hot water radiator heat"", ""Oil""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Other""]",[],[]
St. John's,47.567217,-52.71972,189900.0,2.0,1.0,1142.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Hot water radiator heat"", ""Oil"", ""Radiator""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Carpeted""]",[],[]
St. John's,47.544547,-52.802588,559900.0,5.0,4.0,2384.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
St. John's,47.6185547,-52.7031565,655000.0,3.0,3.0,2908.0,[],1.0,"[""Stone"", ""Vinyl siding""]","[""Stone"", ""Vinyl siding""]","[""Attached Garage"", ""Garage""]",Yes,"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage"", ""Garage""]","[""Laminate""]","[""Attached Garage"", ""Garage""]","[""Insert"", ""Propane""]"
St. John’s,47.5857,-52.707947,299900.0,4.0,2.0,2480.0,[],0.0,"[""Wood shingles"", ""Vinyl siding""]","[""Wood shingles"", ""Vinyl siding""]",[],[],"[""Forced air"", ""Oil"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
St. John's,47.553148,-52.711364,149900.0,3.0,1.0,1835.0,[],0.0,"[""Other""]","[""Other""]",[],[],"[""Hot water radiator heat"", ""Radiator""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
St. John's,47.54459,-52.804168,559900.0,5.0,4.0,2484.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
St. John's,47.4715563,-52.7829368,750000.0,4.0,4.0,3930.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage"", ""Detached Garage""]",[],"[""Hot water radiator heat""]",1.0,,Single Family,[],"[""Septic tank""]",,Single Family,"[""Attached Garage"", ""Detached Garage""]","[""Hardwood"", ""Ceramic Tile""]","[""Attached Garage"", ""Detached Garage""]",[]
St. John's,47.551952,-52.742007,259000.0,3.0,2.0,1428.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
St. John's,47.611084,-52.7467445,2250000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.483724,-52.782374,74900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.538996,-52.748506,229900.0,4.0,1.0,1680.0,[],0.0,"[""Wood shingles""]","[""Wood shingles""]","[""Garage"", ""Parking Space(s)""]",[],"[""Oil""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Garage"", ""Parking Space(s)""]","[""Mixed Flooring""]","[""Garage"", ""Parking Space(s)""]",[]
St. John's,47.6196148,-52.7001727,769900.0,3.0,3.0,2868.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage"", ""Garage""]",Yes,"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage"", ""Garage""]","[""Other""]","[""Attached Garage"", ""Garage""]","[""Insert"", ""Propane""]"
St. John's,47.5126562,-52.6802694,160000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.544477,-52.804286,559900.0,5.0,4.0,2582.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
St. John's,47.586838,-52.710997,349900.0,2.0,3.0,2180.0,,0.0,"[""Cedar Siding""]","[""Cedar Siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Condo/Townhome,,"[""Municipal sewage system""]",,Condo/Townhome,[],"[""Hardwood"", ""Laminate"", ""Other"", ""Mixed Flooring""]",[],[]
St. John's,47.555266,-52.781543,929900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.564616,-52.710161,275000.0,4.0,1.0,2466.0,[],0.0,"[""Other""]","[""Other""]",[],[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Other"", ""Mixed Flooring""]",[],[]
St. John's,47.54271,-52.73194,299000.0,3.0,2.0,1580.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Other""]",Yes,"[""Oil"", ""Radiator""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Other""]","[""Hardwood"", ""Laminate"", ""Mixed Flooring""]","[""Other""]","[""Insert"", ""Propane""]"
St. John's,47.4950985,-52.7977272,489900.0,3.0,3.0,2431.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Ceramic Tile"", ""Mixed Flooring""]",[],[]
St. John's,47.5549846,-52.7237317,149900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.6182379,-52.7030515,617500.0,3.0,3.0,2568.0,[],1.0,"[""Stone"", ""Vinyl siding""]","[""Stone"", ""Vinyl siding""]","[""Attached Garage"", ""Garage""]",Yes,"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage"", ""Garage""]","[""Laminate""]","[""Attached Garage"", ""Garage""]","[""Insert"", ""Propane""]"
St. John's,47.513827,-52.7909553,606900.0,5.0,3.0,2671.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Mixed Flooring""]",[],[]
St. John's,47.551867,-52.728767,275000.0,3.0,2.0,1725.0,[],2.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Hot water radiator heat"", ""Radiant heat"", ""Electric""]",2.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Laminate""]",[],[]
St. John's,47.607711,-52.762268,154900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.607936,-52.762168,154900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.456741,-52.766385,499900.0,3.0,4.0,2451.0,[],2.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Electric""]",2.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Mixed Flooring""]","[""Attached Garage""]",[]
St. John's,47.591636,-52.723808,349900.0,3.0,2.0,1661.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Mixed Flooring""]",[],[]
ST. John's,47.497766,-52.763341,1200000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
Torbay,47.6582503,-52.7550018,575900.0,4.0,3.0,3908.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Detached Garage""]",[],"[""Electric""]",1.0,,Single Family,[],"[""Septic tank""]",,Single Family,"[""Detached Garage""]","[""Ceramic Tile""]","[""Detached Garage""]",[]
St. John's,47.55522,-52.751115,364900.0,3.0,2.0,1404.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Carpeted"", ""Other"", ""Mixed Flooring""]",[],[]
St. John's,47.539231,-52.796179,1750000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.554834,-52.750859,349900.0,3.0,3.0,1310.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Carpeted"", ""Other"", ""Mixed Flooring""]",[],[]
Mount Pearl,47.5204318,-52.807021,1000000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.59858,-52.70146,439900.0,4.0,3.0,2761.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],Yes,"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Carpeted"", ""Other""]",[],[]
St. John's,47.544653,-52.804273,684865.0,4.0,3.0,2444.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Mixed Flooring""]","[""Attached Garage""]",[]
St. John's,47.5401772,-52.7265764,325000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.612327,-52.679856,475000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],[],,Vacant Land,[],[],[],[]
St. John's,47.6050821,-52.6799785,960000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.554609,-52.716351,689000.0,2.0,3.0,1994.0,[],1.0,"[""Other""]","[""Other""]","[""Attached Garage"", ""Parking Space(s)""]",Yes,"[""Heat Pump"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage"", ""Parking Space(s)""]","[""Ceramic Tile""]","[""Attached Garage"", ""Parking Space(s)""]",[]
St. John's,47.542599,-52.758837,349900.0,2.0,2.0,1383.0,[],0.0,"[""Wood shingles"", ""Vinyl siding""]","[""Wood shingles"", ""Vinyl siding""]","[""Attached Garage""]",[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Laminate"", ""Ceramic Tile"", ""Mixed Flooring""]","[""Attached Garage""]",[]
ST. JOHN'S,47.521892,-52.749106,519900.0,3.0,3.0,1981.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Baseboard heaters""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Laminate""]","[""Attached Garage""]",[]
Torbay,47.635255,-52.720935,124900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.535183,-52.744429,344900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.608862,-52.69612,629990.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.554151,-52.718074,224000.0,2.0,2.0,1650.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
St. John's,47.552229,-52.716074,75000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
Torbay,47.6672487,-52.7462362,73000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Septic tank""]",,Vacant Land,[],[],[],[]
St. John's,47.610192,-52.718115,425000.0,4.0,3.0,1100.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood""]",[],[]
St. John's,47.5675408,-52.7082141,220000.0,2.0,1.0,850.0,,0.0,"[""Wood"", ""Vinyl siding""]","[""Wood"", ""Vinyl siding""]",[],[],"[""Electric""]",0.0,,Condo,,"[""Municipal sewage system""]",,Condo,[],"[""Laminate"", ""Other""]",[],[]
St. John's,47.47738,-52.702656,15000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.554948,-52.782508,1129900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.573879,-52.721752,1100000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
Torbay,47.65454,-52.763974,525000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
Torbay,47.638092,-52.764714,675000.0,3.0,2.0,3732.0,[],0.0,"[""Wood shingles""]","[""Wood shingles""]","[""Attached Garage""]",[],"[""Electric""]",0.0,,Single Family,[],"[""Septic tank""]",,Single Family,"[""Attached Garage""]","[""Mixed Flooring""]","[""Attached Garage""]",[]
St. Johns,47.613129,-52.722944,289900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
Mount Pearl,47.536297,-52.817214,1599900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.6186652,-52.7011217,596400.0,3.0,3.0,2547.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage"", ""Garage""]",Yes,"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage"", ""Garage""]","[""Mixed Flooring""]","[""Attached Garage"", ""Garage""]","[""Insert"", ""Propane""]"
St. John's,47.5431015,-52.7566274,289900.0,2.0,1.0,1091.0,,0.0,"[""Wood shingles"", ""Vinyl siding""]","[""Wood shingles"", ""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Condo,,"[""Municipal sewage system""]",,Condo,[],"[""Mixed Flooring""]",[],[]
St. John's,47.5431015,-52.7566274,279900.0,2.0,1.0,1139.0,,0.0,"[""Wood shingles"", ""Vinyl siding""]","[""Wood shingles"", ""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Condo,,"[""Municipal sewage system""]",,Condo,[],"[""Mixed Flooring""]",[],[]
St. John's,47.5431015,-52.7566274,289900.0,2.0,1.0,1091.0,,0.0,"[""Wood shingles"", ""Vinyl siding""]","[""Wood shingles"", ""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Condo,,"[""Municipal sewage system""]",,Condo,[],"[""Mixed Flooring""]",[],[]
St. John's,47.547609,-52.752276,74900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.600695,-52.703801,249000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.568342,-52.703566,899000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
Torbay,47.656682,-52.757264,92500.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
Torbay,47.656436,-52.757962,82500.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.5470708,-52.7229323,369900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
ST. JOHN'S,47.494976,-52.704742,125000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
ST. JOHN'S,47.494744,-52.704686,125000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
Mount Pearl,47.528624,-52.784247,77250.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.598827,-52.731368,1400000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.589619,-52.714628,1250000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],[],,Vacant Land,[],[],[],[]
St. John's,47.4959937,-52.7656716,899000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
Torbay,47.645478,-52.724108,225000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.608733,-52.729884,399000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.5417728,-52.7245259,65000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.607532,-52.721198,1295000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.607769,-52.721484,1295000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
Torbay,47.6445357,-52.7817614,100000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Septic tank""]",,Vacant Land,[],[],[],[]
Torbay,47.670844,-52.777616,109900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
Torbay,47.670702,-52.777525,99900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
Torbay,47.678588,-52.727868,64900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
Torbay,47.672078,-52.729193,299900.0,3.0,2.0,2068.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Hot water radiator heat"", ""Oil""]",1.0,,Single Family,[],"[""Septic tank""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
